0,37,53,35,45,0,30,0,10,53,10,51,0,53,19,38,12,16,47,18,46,5,42,37,44,39,54,56,29,0,0,41,50,41,17,25,16,59,0,6,53,46,0,30,39,25,23,0,44,51,34,21,50,0,44,39,36,42,31,22,0,31,0,46,8,38,40,51,12,56,5,33,32,29,13,15,30,45,42,4,25,0,25,50,51,22,41,3,0,0,3,47,0,54,0,56,23,0,24,0,0,0,34,0,6,5,29,0,40,0,43,0,0,0,0,0,8,9,35,0,0,37,0,55,44,57,0,30,40,21,8,52,0,54,0,0,11,0,17,0,0,0,12,0,57,0,13,43,0,14
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,58,1,21,5,47,30,54,42,47,0,27,0,16,33,33,40,37,38,32,45,28,51,0,36,13,35,51,40,36,2,46,0,39,0,6,0,0,27,26,6,47,45,0,10,18,0,0,43,0,14,8,19,0,0,0,0,0,32,0,0,23,0,0,5,0,0,26,49,0,50,30,0,0,0,32,6,0,37,0,34,0,0,0,0,29,0,16,0,35,0,13,0,0,0,0,0,0,55
33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,31,31,28,50,30,54,0,0,22,10,0,35,50,43,29,16,0,54,22,0,44,0,21,0,0,8,0,0,17,0,20,0,0,40,37,0,0,0,0,12,0,48,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,9,0,0,46,50,33,0,0,31,0,0,0,5,31,0,41,0,0,0,0,0,0,36,0,0,0,45,0,0,0,45,0
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,7,29,0,1,6,35,22,4,0,22,35,8,0,0,0,30,12,39,45,0,0,0,11,41,15,0,48,6,0,0,0,0,0,0,0,0,0,0,0,30,0,18,0,0,0,0,0,0,0,21,0,43,0,0,0,0,0,0,0,22,0,51,15,0,0,0,0,0,0,49,0,0,0,0,0,40,0,0,57,0,19,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,50
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,18,23,0,48,0,0,7,5,51,41,0,49,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,42,0,53,45,0,0,0,0,18,0,0,0,0,0,0,0,53,31,0,0,36,0,0,0,0,0,0,0,0,57,59,44,0,0,0,0,0,0,0,0,12,0,0,0,0,42,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,14,0,23,0,0,0,0,0,18,0
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,33,50,30,30,0,0,0,0,0,0,51,0,49,23,38,24,18,0,30,22,0,27,0,14,0,0,0,22,14,0,36,0,0,0,0,0,0,21,56,0,0,1,41,8,0,0,0,0,8,0,0,21,26,9,48,0,0,0,0,0,0,0,0,0,0,0,42,40,0,0,0,7,0,51,54,0,32,13,0,0,13,47,0,0,0,26,0,11,0,0,0,29,22,0,0,0
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,52,39,2,49,0,22,0,5,0,0,33,48,50,55,0,24,0,0,24,0,55,38,55,0,0,0,0,0,40,0,0,31,0,0,7,5,0,0,0,37,0,14,0,0,0,0,35,0,0,0,6,53,0,0,0,22,0,55,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,19,0,0,0,0,0,0,0,0
58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,29,32,3,34,39,5,0,32,0,4,0,0,43,21,0,10,0,0,0,4,8,9,0,23,19,0,49,2,0,0,0,8,10,48,0,0,48,0,0,0,0,0,0,0,0,0,12,34,0,0,40,12,7,0,35,0,0,0,0,0,2,0,0,0,0,0,5,0,51,52,3,0,0,0,30,11,0,0,0,0,0,0,0,0,0,5,0,28,0,0,0,0,1,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,22,19,0,0,22,0,20,1,50,8,0,56,0,53,57,0,0,21,0,38,0,43,0,37,0,0,46,0,0,0,48,0,0,0,0,0,0,0,0,0,32,0,22,0,29,0,0,50,45,44,40,0,0,0,0,0,45,0,0,21,29,0,33,0,0,13,0,0,0,0,46,0,3,38,0,0,0,38,0,0,0,0,10,12,18,0,0,0,0,0,0,52,0,40,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,0,53,0,58,3,32,24,0,21,6,48,0,0,25,24,37,0,0,0,0,0,54,33,0,0,0,0,4,0,0,0,0,0,0,0,0,55,48,0,0,0,0,16,0,17,0,0,0,0,10,28,0,0,0,0,0,0,47,0,0,0,0,0,40,0,0,0,0,0,0,20,0,0,6,0,0,27,0,0,0,0,33,0,0,0,28,0,0,0,0,0,0,0,0,29,34,0
